M,N,K | cuBLAS(ms) | CUTLASS(ms) | |Δ|(ms) | ratio(CUTLASS/cuBLAS)
M= 8192, N= 8192, K= 4096 |     1.888 |       1.970 |   0.082 |     1.044
M= 8192, N= 8192, K= 8192 |     3.782 |       4.051 |   0.269 |     1.071
M= 8192, N= 8192, K=12288 |     6.775 |       6.866 |   0.091 |     1.013
M= 8192, N= 8192, K=16384 |     7.639 |       7.830 |   0.191 |     1.025
M= 8192, N=12288, K=   16 |     0.154 |       0.244 |   0.090 |     1.585
M= 8192, N=12288, K=   32 |     0.157 |       0.173 |   0.016 |     1.101
M= 8192, N=12288, K=   64 |     0.193 |       0.197 |   0.003 |     1.018
M= 8192, N=12288, K=  128 |     0.258 |       0.254 |   0.004 |     0.985
M= 8192, N=12288, K=  256 |     0.287 |       0.364 |   0.077 |     1.267
M= 8192, N=12288, K=  512 |     0.486 |       0.531 |   0.045 |     1.092
M= 8192, N=12288, K= 1024 |     0.930 |       0.940 |   0.010 |     1.011
M= 8192, N=12288, K= 2048 |     1.534 |       1.757 |   0.222 |     1.145
M= 8192, N=12288, K= 4096 |     2.880 |       3.119 |   0.239 |     1.083
M= 8192, N=12288, K= 8192 |     5.862 |       6.671 |   0.809 |     1.138
M= 8192, N=12288, K=12288 |    10.676 |       9.224 |   1.452 |     0.864
M= 8192, N=12288, K=16384 |    13.145 |      12.559 |   0.586 |     0.955
M= 8192, N=16384, K=   16 |     0.210 |       0.359 |   0.150 |     1.715
M= 8192, N=16384, K=   32 |     0.215 |       0.253 |   0.037 |     1.174
M= 8192, N=16384, K=   64 |     0.266 |       0.281 |   0.016 |     1.059
M= 8192, N=16384, K=  128 |     0.393 |       0.359 |   0.034 |     0.914
M= 8192, N=16384, K=  256 |     0.405 |       0.514 |   0.109 |     1.270
M= 8192, N=16384, K=  512 |     0.675 |       0.745 |   0.070 |     1.103
M= 8192, N=16384, K= 1024 |     1.118 |       1.272 |   0.154 |     1.138
M= 8192, N=16384, K= 2048 |     2.055 |       2.272 |   0.217 |     1.106
M= 8192, N=16384, K= 4096 |     3.864 |       4.295 |   0.431 |     1.112
M= 8192, N=16384, K= 8192 |     8.306 |       9.206 |   0.900 |     1.108
M= 8192, N=16384, K=12288 |    12.541 |      12.704 |   0.163 |     1.013
M= 8192, N=16384, K=16384 |    16.803 |      18.905 |   2.102 |     1.125
M=12288, N=   16, K=   16 |     0.009 |       0.009 |   0.001 |     1.095
M=12288, N=   16, K=   32 |     0.009 |       0.009 |   0.000 |     1.045
M=12288, N=   16, K=   64 |     0.010 |       0.012 |   0.002 |     1.184
M=12288, N=   16, K=  128 |     0.012 |       0.013 |   0.001 |     1.088
M=12288, N=   16, K=  256 |     0.013 |       0.014 |   0.000 |     1.031
M=12288, N=   16, K=  512 |     0.022 |       0.017 |   0.005 |     0.792
M=12288, N=   16, K= 1024 |     0.022 |       0.023 |   0.001 |     1.067
M=12288, N=   16, K= 2048 |     0.050 |       0.056 |   0.006 |     1.110
M=12288, N=   16, K= 4096 |     0.090 |       0.095 |   0.005 |     1.050
M=12288, N=   16, K= 8192 |     0.171 |       0.172 |   0.001 |     1.008
M=12288, N=   16, K=12288 |     0.258 |       0.286 |   0.029 |     1.111
M=12288, N=   16, K=16384 |     0.333 |       0.378 |   0.046 |     1.137
M=12288, N=   32, K=   16 |     0.012 |       0.010 |   0.002 |     0.845
M=12288, N=   32, K=   32 |     0.012 |       0.010 |   0.002 |     0.847
M=12288, N=   32, K=   64 |     0.014 |       0.011 |   0.002 |     0.833
M=12288, N=   32, K=  128 |     0.017 |       0.014 |   0.003 |     0.815
M=12288, N=   32, K=  256 |     0.015 |       0.015 |   0.000 |     0.986
M=12288, N=   32, K=  512 |     0.018 |       0.018 |   0.000 |     0.978
M=12288, N=   32, K= 1024 |     0.024 |       0.025 |   0.000 |     1.017
M=12288, N=   32, K= 2048 |     0.050 |       0.053 |   0.003 |     1.066
M=12288, N=   32, K= 4096 |     0.089 |       0.091 |   0.002 |     1.018
M=12288, N=   32, K= 8192 |     0.165 |       0.178 |   0.012 |     1.075
M=12288, N=   32, K=12288 |     0.243 |       0.257 |   0.014 |     1.059
M=12288, N=   32, K=16384 |     0.320 |       0.344 |   0.024 |     1.074
M=12288, N=   64, K=   16 |     0.011 |       0.009 |   0.002 |     0.846
M=12288, N=   64, K=   32 |     0.011 |       0.010 |   0.001 |     0.942
M=12288, N=   64, K=   64 |     0.009 |       0.008 |   0.000 |     0.953
M=12288, N=   64, K=  128 |     0.011 |       0.009 |   0.002 |     0.852
M=12288, N=   64, K=  256 |     0.010 |       0.010 |   0.000 |     0.980
M=12288, N=   64, K=  512 |     0.013 |       0.013 |   0.000 |     0.985
M=12288, N=   64, K= 1024 |     0.018 |       0.018 |   0.000 |     1.000
M=12288, N=   64, K= 2048 |     0.049 |       0.049 |   0.000 |     0.996
M=12288, N=   64, K= 4096 |     0.088 |       0.087 |   0.000 |     0.998
M=12288, N=   64, K= 8192 |     0.164 |       0.166 |   0.003 |     1.016
M=12288, N=   64, K=12288 |     0.241 |       0.244 |   0.003 |     1.014
M=12288, N=   64, K=16384 |     0.316 |       0.328 |   0.012 |     1.040
M=12288, N=  128, K=   16 |     0.007 |       0.007 |   0.000 |     0.941
M=12288, N=  128, K=   32 |     0.007 |       0.007 |   0.000 |     0.971
M=12288, N=  128, K=   64 |     0.008 |       0.008 |   0.000 |     1.026
M=12288, N=  128, K=  128 |     0.010 |       0.010 |   0.000 |     1.020
M=12288, N=  128, K=  256 |     0.011 |       0.011 |   0.000 |     1.038
M=12288, N=  128, K=  512 |     0.014 |       0.016 |   0.003 |     1.197
M=12288, N=  128, K= 1024 |     0.020 |       0.025 |   0.005 |     1.260
M=12288, N=  128, K= 2048 |     0.052 |       0.051 |   0.001 |     0.976
M=12288, N=  128, K= 4096 |     0.096 |       0.088 |   0.008 |     0.915
M=12288, N=  128, K= 8192 |     0.172 |       0.167 |   0.006 |     0.966
M=12288, N=  128, K=12288 |     0.250 |       0.243 |   0.007 |     0.973
M=12288, N=  128, K=16384 |     0.327 |       0.322 |   0.005 |     0.984
M=12288, N=  256, K=   16 |     0.009 |       0.009 |   0.000 |     1.000
M=12288, N=  256, K=   32 |     0.009 |       0.009 |   0.001 |     0.933
M=12288, N=  256, K=   64 |     0.011 |       0.010 |   0.001 |     0.904
M=12288, N=  256, K=  128 |     0.013 |       0.012 |   0.001 |     0.919
M=12288, N=  256, K=  256 |     0.018 |       0.016 |   0.002 |     0.895
M=12288, N=  256, K=  512 |     0.020 |       0.021 |   0.001 |     1.041
M=12288, N=  256, K= 1024 |     0.038 |       0.037 |   0.000 |     0.995
M=12288, N=  256, K= 2048 |     0.062 |       0.065 |   0.002 |     1.036
M=12288, N=  256, K= 4096 |     0.111 |       0.110 |   0.001 |     0.991
M=12288, N=  256, K= 8192 |     0.203 |       0.211 |   0.008 |     1.037
M=12288, N=  256, K=12288 |     0.299 |       0.310 |   0.011 |     1.036
M=12288, N=  256, K=16384 |     0.391 |       0.407 |   0.016 |     1.041
M=12288, N=  512, K=   16 |     0.014 |       0.013 |   0.001 |     0.955
M=12288, N=  512, K=   32 |     0.014 |       0.013 |   0.001 |     0.914
M=12288, N=  512, K=   64 |     0.017 |       0.015 |   0.002 |     0.890
M=12288, N=  512, K=  128 |     0.020 |       0.021 |   0.001 |     1.040
M=12288, N=  512, K=  256 |     0.024 |       0.024 |   0.000 |     1.000
M=12288, N=  512, K=  512 |     0.037 |       0.041 |   0.004 |     1.106
M=12288, N=  512, K= 1024 |     0.062 |       0.064 |   0.002 |     1.040
M=12288, N=  512, K= 2048 |     0.109 |       0.114 |   0.005 |     1.047
M=12288, N=  512, K= 4096 |     0.204 |       0.207 |   0.003 |     1.017
M=12288, N=  512, K= 8192 |     0.392 |       0.396 |   0.004 |     1.010
M=12288, N=  512, K=12288 |     0.580 |       0.586 |   0.006 |     1.010
M=12288, N=  512, K=16384 |     0.776 |       0.778 |   0.003 |     1.003
M=12288, N= 1024, K=   16 |     0.022 |       0.022 |   0.000 |     0.982
M=12288, N= 1024, K=   32 |     0.023 |       0.029 |   0.006 |     1.277
M=12288, N= 1024, K=   64 |     0.028 |       0.033 |   0.004 |     1.152
M=12288, N= 1024, K=  128 |     0.037 |       0.033 |   0.004 |     0.885
M=12288, N= 1024, K=  256 |     0.043 |       0.049 |   0.006 |     1.139
M=12288, N= 1024, K=  512 |     0.067 |       0.074 |   0.006 |     1.094
M=12288, N= 1024, K= 1024 |     0.114 |       0.120 |   0.006 |     1.048
M=12288, N= 1024, K= 2048 |     0.214 |       0.216 |   0.002 |     1.010
M=12288, N= 1024, K= 4096 |     0.402 |       0.413 |   0.011 |     1.026
M=12288, N= 1024, K= 8192 |     0.778 |       0.784 |   0.006 |     1.007
M=12288, N= 1024, K=12288 |     1.154 |       1.165 |   0.011 |     1.010
M=12288, N= 1024, K=16384 |     1.544 |       1.540 |   0.005 |     0.997
M=12288, N= 2048, K=   16 |     0.042 |       0.053 |   0.010 |     1.248
M=12288, N= 2048, K=   32 |     0.043 |       0.056 |   0.012 |     1.288
M=12288, N= 2048, K=   64 |     0.053 |       0.062 |   0.009 |     1.167
M=12288, N= 2048, K=  128 |     0.069 |       0.061 |   0.007 |     0.896
M=12288, N= 2048, K=  256 |     0.075 |       0.083 |   0.008 |     1.104
M=12288, N= 2048, K=  512 |     0.122 |       0.129 |   0.006 |     1.052
M=12288, N= 2048, K= 1024 |     0.212 |       0.221 |   0.009 |     1.041
M=12288, N= 2048, K= 2048 |     0.425 |       0.403 |   0.023 |     0.947
M=12288, N= 2048, K= 4096 |     0.804 |       0.763 |   0.041 |     0.949
M=12288, N= 2048, K= 8192 |     1.563 |       1.497 |   0.066 |     0.958
M=12288, N= 2048, K=12288 |     2.321 |       2.226 |   0.095 |     0.959
M=12288, N= 2048, K=16384 |     3.166 |       3.041 |   0.125 |     0.960
M=12288, N= 4096, K=   16 |     0.079 |       0.106 |   0.027 |     1.339
M=12288, N= 4096, K=   32 |     0.079 |       0.106 |   0.026 |     1.332
M=12288, N= 4096, K=   64 |     0.097 |       0.116 |   0.018 |     1.189
M=12288, N= 4096, K=  128 |     0.136 |       0.118 |   0.018 |     0.870
M=12288, N= 4096, K=  256 |     0.146 |       0.161 |   0.015 |     1.104
M=12288, N= 4096, K=  512 |     0.248 |       0.276 |   0.028 |     1.112
M=12288, N= 4096, K= 1024 |     0.442 |       0.463 |   0.021 |     1.047
M=12288, N= 4096, K= 2048 |     0.885 |       0.895 |   0.010 |     1.011
M=12288, N= 4096, K= 4096 |     1.642 |       1.562 |   0.080 |     0.951
M=12288, N= 4096, K= 8192 |     2.935 |       2.984 |   0.049 |     1.017
M=12288, N= 4096, K=12288 |     4.358 |       4.564 |   0.205 |     1.047
M=12288, N= 4096, K=16384 |     6.565 |       6.562 |   0.003 |     1.000
M=12288, N= 8192, K=   16 |     0.158 |       0.150 |   0.008 |     0.949
M=12288, N= 8192, K=   32 |     0.158 |       0.167 |   0.009 |     1.054
M=12288, N= 8192, K=   64 |     0.186 |       0.178 |   0.008 |     0.956
M=12288, N= 8192, K=  128 |     0.253 |       0.258 |   0.005 |     1.018
M=12288, N= 8192, K=  256 |     0.269 |       0.302 |   0.033 |     1.123
M=12288, N= 8192, K=  512 |     0.437 |       0.494 |   0.057 |     1.129
M=12288, N= 8192, K= 1024 |     0.836 |       0.872 |   0.036 |     1.043
M=12288, N= 8192, K= 2048 |     1.518 |       1.564 |   0.046 |     1.030
M=12288, N= 8192, K= 4096 |     2.894 |       3.006 |   0.112 |     1.039
M=12288, N= 8192, K= 8192 |     6.031 |       6.553 |   0.522 |     1.087
M=12288, N= 8192, K=12288 |    10.044 |       8.986 |   1.058 |     0.895
M=12288, N= 8192, K=16384 |    13.160 |      12.089 |   1.071 |     0.919
M=12288, N=12288, K=   16 |     0.233 |       0.233 |   0.000 |     1.000
M=12288, N=12288, K=   32 |     0.240 |       0.259 |   0.019 |     1.079
M=12288, N=12288, K=   64 |     0.296 |       0.302 |   0.006 |     1.019
M=12288, N=12288, K=  128 |     0.437 |       0.442 |   0.005 |     1.012
M=12288, N=12288, K=  256 |     0.456 |       0.535 |   0.078 |     1.172
M=12288, N=12288, K=  512 |     0.786 |       0.852 |   0.066 |     1.084
M=12288, N=12288, K= 1024 |     1.400 |       1.439 |   0.039 |     1.028
M=12288, N=12288, K= 2048 |     2.269 |       2.544 |   0.274 |     1.121
M=12288, N=12288, K= 4096 |     4.349 |       4.726 |   0.377 |     1.087
M=12288, N=12288, K= 8192 |     9.883 |       9.902 |   0.019 |     1.002
M=12288, N=12288, K=12288 |    13.720 |      14.792 |   1.072 |     1.078
M=12288, N=12288, K=16384 |    18.396 |      21.934 |   3.538 |     1.192
M=12288, N=16384, K=   16 |     0.419 |       0.421 |   0.002 |     1.006
M=12288, N=16384, K=   32 |     0.433 |       0.475 |   0.042 |     1.096
M=12288, N=16384, K=   64 |     0.445 |       0.420 |   0.025 |     0.943
M=12288, N=16384, K=  128 |     0.611 |       0.621 |   0.010 |     1.016
M=12288, N=16384, K=  256 |     0.530 |       0.624 |   0.095 |     1.179
M=12288, N=16384, K=  512 |     0.887 |       0.941 |   0.053 |     1.060
M=12288, N=16384, K= 1024 |     1.656 |       1.910 |   0.254 |     1.153
M=12288, N=16384, K= 2048 |     3.212 |       3.546 |   0.334 |     1.104
M=12288, N=16384, K= 4096 |     5.939 |       6.502 |   0.564 |     1.095
M=12288, N=16384, K= 8192 |    13.850 |      12.999 |   0.851 |     0.939
M=12288, N=16384, K=12288 |    18.318 |      22.840 |   4.521 |     1.247
M=12288, N=16384, K=16384 |    22.683 |      30.206 |   7.523 |     1.332
M=16384, N=   16, K=   16 |     0.007 |       0.007 |   0.000 |     1.029
M=16384, N=   16, K=   32 |     0.007 |       0.007 |   0.000 |     1.000
M=16384, N=   16, K=   64 |     0.008 |       0.008 |   0.001 |     1.081
M=16384, N=   16, K=  128 |     0.010 |       0.010 |   0.000 |     1.021
M=16384, N=   16, K=  256 |     0.012 |       0.011 |   0.000 |     0.965
M=16384, N=   16, K=  512 |     0.019 |       0.015 |   0.004 |     0.774
M=16384, N=   16, K= 1024 |     0.029 |       0.029 |   0.001 |     0.972
M=16384, N=   16, K= 2048 |     0.062 |       0.060 |   0.002 |     0.964
M=16384, N=   16, K= 4096 |     0.114 |       0.113 |   0.001 |     0.987
M=16384, N=   16, K= 8192 |     0.217 |       0.218 |   0.001 |     1.006
M=16384, N=   16, K=12288 |     0.323 |       0.323 |   0.000 |     1.000
M=16384, N=   16, K=16384 |     0.423 |       0.424 |   0.001 |     1.001
M=16384, N=   32, K=   16 |     0.007 |       0.007 |   0.000 |     0.941
M=16384, N=   32, K=   32 |     0.007 |       0.007 |   0.001 |     0.914
M=16384, N=   32, K=   64 |     0.008 |       0.008 |   0.001 |     0.925
M=16384, N=   32, K=  128 |     0.010 |       0.009 |   0.001 |     0.917
M=16384, N=   32, K=  256 |     0.011 |       0.011 |   0.000 |     0.963
M=16384, N=   32, K=  512 |     0.014 |       0.014 |   0.000 |     0.986
M=16384, N=   32, K= 1024 |     0.032 |       0.033 |   0.001 |     1.032
M=16384, N=   32, K= 2048 |     0.063 |       0.062 |   0.001 |     0.984
M=16384, N=   32, K= 4096 |     0.113 |       0.114 |   0.001 |     1.011
M=16384, N=   32, K= 8192 |     0.218 |       0.220 |   0.003 |     1.012
M=16384, N=   32, K=12288 |     0.324 |       0.324 |   0.001 |     1.003
M=16384, N=   32, K=16384 |     0.428 |       0.428 |   0.000 |     1.000
M=16384, N=   64, K=   16 |     0.007 |       0.006 |   0.001 |     0.882
M=16384, N=   64, K=   32 |     0.007 |       0.006 |   0.000 |     0.939
M=16384, N=   64, K=   64 |     0.008 |       0.007 |   0.001 |     0.921
M=16384, N=   64, K=  128 |     0.009 |       0.008 |   0.001 |     0.891
M=16384, N=   64, K=  256 |     0.011 |       0.011 |   0.000 |     1.019
M=16384, N=   64, K=  512 |     0.013 |       0.014 |   0.000 |     1.015
M=16384, N=   64, K= 1024 |     0.033 |       0.035 |   0.002 |     1.062
M=16384, N=   64, K= 2048 |     0.062 |       0.062 |   0.001 |     0.990
M=16384, N=   64, K= 4096 |     0.117 |       0.116 |   0.001 |     0.993
M=16384, N=   64, K= 8192 |     0.224 |       0.222 |   0.002 |     0.993
M=16384, N=   64, K=12288 |     0.336 |       0.329 |   0.007 |     0.978
M=16384, N=   64, K=16384 |     0.445 |       0.433 |   0.012 |     0.972
M=16384, N=  128, K=   16 |     0.008 |       0.007 |   0.001 |     0.900
M=16384, N=  128, K=   32 |     0.009 |       0.008 |   0.001 |     0.860
M=16384, N=  128, K=   64 |     0.010 |       0.009 |   0.002 |     0.840
M=16384, N=  128, K=  128 |     0.012 |       0.011 |   0.002 |     0.869
M=16384, N=  128, K=  256 |     0.016 |       0.014 |   0.001 |     0.909
M=16384, N=  128, K=  512 |     0.020 |       0.023 |   0.003 |     1.153
M=16384, N=  128, K= 1024 |     0.037 |       0.040 |   0.003 |     1.071
M=16384, N=  128, K= 2048 |     0.080 |       0.066 |   0.014 |     0.824
M=16384, N=  128, K= 4096 |     0.135 |       0.120 |   0.015 |     0.889
M=16384, N=  128, K= 8192 |     0.234 |       0.227 |   0.007 |     0.970
M=16384, N=  128, K=12288 |     0.343 |       0.334 |   0.009 |     0.974
M=16384, N=  128, K=16384 |     0.442 |       0.440 |   0.002 |     0.994
M=16384, N=  256, K=   16 |     0.012 |       0.011 |   0.001 |     0.912
M=16384, N=  256, K=   32 |     0.012 |       0.011 |   0.001 |     0.915
M=16384, N=  256, K=   64 |     0.015 |       0.014 |   0.001 |     0.958
M=16384, N=  256, K=  128 |     0.018 |       0.017 |   0.001 |     0.921
M=16384, N=  256, K=  256 |     0.019 |       0.021 |   0.001 |     1.074
M=16384, N=  256, K=  512 |     0.029 |       0.030 |   0.001 |     1.043
M=16384, N=  256, K= 1024 |     0.052 |       0.062 |   0.010 |     1.188
M=16384, N=  256, K= 2048 |     0.091 |       0.089 |   0.002 |     0.982
M=16384, N=  256, K= 4096 |     0.187 |       0.165 |   0.022 |     0.883
M=16384, N=  256, K= 8192 |     0.307 |       0.317 |   0.011 |     1.035
M=16384, N=  256, K=12288 |     0.432 |       0.467 |   0.035 |     1.081
M=16384, N=  256, K=16384 |     0.546 |       0.616 |   0.070 |     1.128
M=16384, N=  512, K=   16 |     0.016 |       0.019 |   0.003 |     1.177
M=16384, N=  512, K=   32 |     0.017 |       0.019 |   0.002 |     1.145
M=16384, N=  512, K=   64 |     0.022 |       0.022 |   0.000 |     1.000
M=16384, N=  512, K=  128 |     0.026 |       0.023 |   0.003 |     0.874
M=16384, N=  512, K=  256 |     0.029 |       0.033 |   0.004 |     1.132
M=16384, N=  512, K=  512 |     0.046 |       0.051 |   0.006 |     1.121
M=16384, N=  512, K= 1024 |     0.076 |       0.078 |   0.003 |     1.035
M=16384, N=  512, K= 2048 |     0.162 |       0.138 |   0.023 |     0.856
M=16384, N=  512, K= 4096 |     0.283 |       0.261 |   0.023 |     0.920
M=16384, N=  512, K= 8192 |     0.520 |       0.516 |   0.005 |     0.991
M=16384, N=  512, K=12288 |     0.756 |       0.765 |   0.010 |     1.013
M=16384, N=  512, K=16384 |     0.990 |       1.016 |   0.025 |     1.025
M=16384, N= 1024, K=   16 |     0.030 |       0.037 |   0.007 |     1.218
M=16384, N= 1024, K=   32 |     0.031 |       0.038 |   0.007 |     1.242
M=16384, N= 1024, K=   64 |     0.037 |       0.042 |   0.006 |     1.151
M=16384, N= 1024, K=  128 |     0.051 |       0.043 |   0.009 |     0.829
M=16384, N= 1024, K=  256 |     0.053 |       0.062 |   0.009 |     1.175
M=16384, N= 1024, K=  512 |     0.083 |       0.096 |   0.012 |     1.147
M=16384, N= 1024, K= 1024 |     0.146 |       0.148 |   0.002 |     1.014
M=16384, N= 1024, K= 2048 |     0.268 |       0.268 |   0.000 |     1.002
M=16384, N= 1024, K= 4096 |     0.503 |       0.506 |   0.003 |     1.007
M=16384, N= 1024, K= 8192 |     0.973 |       0.986 |   0.013 |     1.014
M=16384, N= 1024, K=12288 |     1.442 |       1.453 |   0.010 |     1.007
M=16384, N= 1024, K=16384 |     2.147 |       1.940 |   0.207 |     0.903
M=16384, N= 2048, K=   16 |     0.053 |       0.057 |   0.004 |     1.069
M=16384, N= 2048, K=   32 |     0.054 |       0.072 |   0.018 |     1.323
M=16384, N= 2048, K=   64 |     0.066 |       0.079 |   0.014 |     1.205
M=16384, N= 2048, K=  128 |     0.087 |       0.078 |   0.009 |     0.897
M=16384, N= 2048, K=  256 |     0.095 |       0.106 |   0.011 |     1.114
M=16384, N= 2048, K=  512 |     0.157 |       0.166 |   0.009 |     1.057
M=16384, N= 2048, K= 1024 |     0.297 |       0.285 |   0.012 |     0.960
M=16384, N= 2048, K= 2048 |     0.545 |       0.521 |   0.024 |     0.956
M=16384, N= 2048, K= 4096 |     1.009 |       0.973 |   0.036 |     0.964
M=16384, N= 2048, K= 8192 |     1.956 |       1.985 |   0.028 |     1.014
M=16384, N= 2048, K=12288 |     2.906 |       2.971 |   0.065 |     1.022
M=16384, N= 2048, K=16384 |     4.157 |       4.248 |   0.091 |     1.022
M=16384, N= 4096, K=   16 |     0.106 |       0.147 |   0.041 |     1.391
M=16384, N= 4096, K=   32 |     0.110 |       0.150 |   0.039 |     1.357
M=16384, N= 4096, K=   64 |     0.136 |       0.161 |   0.025 |     1.184
M=16384, N= 4096, K=  128 |     0.181 |       0.159 |   0.022 |     0.878
M=16384, N= 4096, K=  256 |     0.196 |       0.216 |   0.020 |     1.104
M=16384, N= 4096, K=  512 |     0.344 |       0.369 |   0.025 |     1.073
M=16384, N= 4096, K= 1024 |     0.620 |       0.647 |   0.027 |     1.044
M=16384, N= 4096, K= 2048 |     1.127 |       1.139 |   0.012 |     1.011
M=16384, N= 4096, K= 4096 |     2.000 |       1.942 |   0.058 |     0.971
M=16384, N= 4096, K= 8192 |     3.732 |       3.879 |   0.147 |     1.039
M=16384, N= 4096, K=12288 |     6.161 |       6.578 |   0.417 |     1.068
M=16384, N= 4096, K=16384 |     8.045 |       7.722 |   0.322 |     0.960
M=16384, N= 8192, K=   16 |     0.188 |       0.310 |   0.121 |     1.643
M=16384, N= 8192, K=   32 |     0.200 |       0.238 |   0.038 |     1.191
M=16384, N= 8192, K=   64 |     0.252 |       0.248 |   0.004 |     0.983
M=16384, N= 8192, K=  128 |     0.349 |       0.356 |   0.006 |     1.018
M=16384, N= 8192, K=  256 |     0.377 |       0.454 |   0.077 |     1.205
M=16384, N= 8192, K=  512 |     0.639 |       0.691 |   0.051 |     1.080
M=16384, N= 8192, K= 1024 |     1.197 |       1.244 |   0.047 |     1.039
M=16384, N= 8192, K= 2048 |     2.058 |       2.054 |   0.005 |     0.998
M=16384, N= 8192, K= 4096 |     3.805 |       4.011 |   0.206 |     1.054
M=16384, N= 8192, K= 8192 |     8.225 |       8.929 |   0.704 |     1.086
M=16384, N= 8192, K=12288 |    12.008 |      12.655 |   0.648 |     1.054
M=16384, N= 8192, K=16384 |    17.673 |      18.003 |   0.330 |     1.019
M=16384, N=12288, K=   16 |     0.398 |       0.657 |   0.260 |     1.654
M=16384, N=12288, K=   32 |     0.413 |       0.469 |   0.056 |     1.134
M=16384, N=12288, K=   64 |     0.463 |       0.449 |   0.015 |     0.968
M=16384, N=12288, K=  128 |     0.645 |       0.639 |   0.006 |     0.990
M=16384, N=12288, K=  256 |     0.570 |       0.639 |   0.070 |     1.122
M=16384, N=12288, K=  512 |     0.872 |       0.924 |   0.052 |     1.060
M=16384, N=12288, K= 1024 |     1.620 |       1.786 |   0.166 |     1.103
M=16384, N=12288, K= 2048 |     3.016 |       3.237 |   0.221 |     1.073
M=16384, N=12288, K= 4096 |     5.902 |       6.643 |   0.741 |     1.126
M=16384, N=12288, K= 8192 |    13.135 |      12.661 |   0.473 |     0.964
M=16384, N=12288, K=12288 |    18.459 |      19.500 |   1.042 |     1.056
M=16384, N=12288, K=16384 |    23.025 |      30.342 |   7.317 |     1.318
M=16384, N=16384, K=   16 |     0.405 |       0.669 |   0.264 |     1.653
M=16384, N=16384, K=   32 |     0.400 |       0.445 |   0.046 |     1.114
M=16384, N=16384, K=   64 |     0.494 |       0.483 |   0.010 |     0.979
M=16384, N=16384, K=  128 |     0.635 |       0.656 |   0.021 |     1.033
M=16384, N=16384, K=  256 |     0.673 |       0.748 |   0.076 |     1.113
M=16384, N=16384, K=  512 |     1.114 |       1.227 |   0.113 |     1.102
M=16384, N=16384, K= 1024 |     2.180 |       2.531 |   0.351 |     1.161
M=16384, N=16384, K= 2048 |     3.876 |       4.757 |   0.881 |     1.227
M=16384, N=16384, K= 4096 |     8.428 |       8.951 |   0.523 |     1.062
M=16384, N=16384, K= 8192 |    17.524 |      18.390 |   0.867 |     1.049
M=16384, N=16384, K=12288 |    22.879 |      30.775 |   7.897 |     1.345
M=16384, N=16384, K=16384 |    31.975 |      38.823 |   6.848 |     1.214
