Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
288,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,2,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1179776,2162688,1,0.0063488,173.065,340.645
544,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,2,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2228480,4259840,1,0.00739328,280.719,576.177
800,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,2,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,4325888,8454144,1,0.00953344,422.596,886.788
1056,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,2,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,8520704,16842752,1,0.0123187,644.184,1367.25
1312,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,16910336,33619968,1,0.0187085,841.81,1797.04
1568,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,33689600,67174400,1,0.0310886,1009.24,2160.74
1824,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,67248128,134283264,1,0.0544154,1150.96,2467.75
2080,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,134365184,268500992,1,0.101417,1233.89,2647.5
288,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,268599296,536936448,1,0.195789,1277.67,2742.43
544,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,402833408,805371904,1,0.290785,1290.19,2769.64
800,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,2,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,537067520,1073807360,1,0.385925,1296.06,2782.42
48,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,4,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,786560,2228224,2,0.00595968,122.916,373.883
304,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,4,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1310976,4325376,3,0.0062976,193.874,686.829
560,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,4,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2359808,8519680,3,0.00754688,291.212,1128.9
816,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,4,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,4457472,16908288,3,0.00969728,428.094,1743.61
1072,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,4,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,8652800,33685504,3,0.0125235,643.473,2689.78
1328,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,4,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,17043456,67239936,3,0.0188621,841.527,3564.82
1584,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,4,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,33824768,134348800,3,0.0312525,1007.98,4298.82
1840,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,4,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,67387392,268566528,3,0.0548045,1145.15,4900.45
2096,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,4,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,134512640,537001984,3,0.10154,1233.75,5288.58
304,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,4,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,268763136,1073872896,3,0.196076,1276.58,5476.83
560,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,4,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,403013632,1610743808,3,0.291492,1287.64,5525.86
816,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,4,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,537264128,2147614720,3,0.385812,1296.92,5566.47
64,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,8,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1048832,4456448,4,0.00608256,160.59,732.66
320,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,8,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1573376,8650752,5,0.00652288,224.643,1326.22
576,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,8,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2622464,17039360,6,0.00772096,316.329,2206.9
832,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,8,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,4720640,33816576,7,0.00982016,447.695,3443.59
1088,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,8,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,8916992,67371008,7,0.0128614,645.697,5238.22
1344,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,8,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,17309696,134479872,7,0.0192,839.631,7004.16
1600,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,8,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,34095104,268697600,7,0.0316621,1002.89,8486.42
1856,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,8,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,67665920,537133056,7,0.0553267,1139.03,9708.38
2112,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,8,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,134807552,1074003968,7,0.102441,1225.58,10484.1
320,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,8,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,269090816,2147745792,7,0.19754,1268.66,10872.5
576,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,8,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,403374080,3221487616,7,0.293417,1280.33,10979.2
832,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,8,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,537657344,4295229440,7,0.387768,1291.32,11076.8
80,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,16,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1573376,8912896,5,0.00607232,241.312,1467.79
336,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,16,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2098176,17301504,8,0.00658432,296.778,2627.68
592,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,16,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,3147776,34078720,10,0.007936,369.405,4294.19
848,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,16,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,5246976,67633152,12,0.0100557,485.957,6725.87
1104,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,16,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,9445376,134742016,14,0.0131482,669.044,10248.0
1360,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,16,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,17842176,268959744,15,0.0197939,839.491,13588.0
1616,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,16,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,34635776,537395200,15,0.032512,992.159,16529.1
1872,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,16,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,68222976,1074266112,15,0.0561357,1131.86,19137.0
2128,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,16,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,135397376,2148007936,15,0.103619,1216.95,20730.0
336,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,16,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,269746176,4295491584,15,0.198963,1262.65,21589.4
592,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x4_nn_align8,passed,success,universal,16384,16,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,404094976,6442975232,15,0.296131,1270.87,21757.2
848,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x4_nn_align8,passed,success,universal,16384,16,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,538443776,8590458880,15,0.390205,1285.13,22015.2
96,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,32,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2622464,17825792,6,0.00607232,402.212,2935.58
352,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,32,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,3147776,34603008,10,0.00683008,429.218,5066.27
608,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,32,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4198400,68157440,16,0.00804864,485.804,8468.19
864,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,32,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,6299648,135266304,21,0.0106701,549.856,12677.2
1120,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,32,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,10502144,269484032,25,0.0140493,696.184,19181.3
1376,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,32,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,18907136,537919488,28,0.0208896,842.938,25750.6
1632,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,32,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,35717120,1074790400,30,0.033833,983.188,31767.6
1888,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align4,passed,success,universal,16384,32,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,69337088,2148532224,30,0.0582144,1109.26,36907.2
96,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x4_nn_align8,passed,success,universal,16384,32,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,136577024,4296015872,31,0.106895,1189.92,40189.0
352,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x4_nn_align8,passed,success,universal,16384,32,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,271056896,8590983168,31,0.203162,1242.56,42286.5
608,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x4_nn_align8,passed,success,universal,16384,32,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,405536768,12885950464,31,0.298353,1265.9,43190.3
864,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x4_nn_align8,passed,success,universal,16384,32,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,540016640,17180917760,31,0.393318,1278.68,43682.0
112,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,64,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4720640,35651584,7,0.0070144,626.773,5082.63
368,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,64,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,5246976,69206016,13,0.00753664,648.383,9182.61
624,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,64,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,6299648,136314880,21,0.00932864,628.924,14612.5
880,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,64,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,8404992,270532608,32,0.0116122,674.1,23297.4
1136,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_64x3_nn_align8,passed,success,universal,16384,64,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,64,1,1,1,0,0,0,3,2,2,1,16,8,16,80,1024,12615680,538968064,42,0.0155341,756.354,34695.8
1392,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,64,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,21037056,1075838976,51,0.0231424,846.597,46487.8
1648,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,64,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,37879808,2149580800,56,0.0361984,974.582,59383.3
1904,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_32x4_nn_align8,passed,success,universal,16384,64,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,32,1,1,1,0,0,0,4,1,4,1,16,8,16,80,1024,71565312,4297064448,60,0.0605491,1100.77,70968.2
112,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x3_nn_align4,passed,success,universal,16384,64,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,3,1,4,1,16,8,16,80,1024,138936320,8592031744,61,0.108216,1195.7,79396.8
368,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x3_nn_align4,passed,success,universal,16384,64,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,3,1,4,1,16,8,16,80,1024,273678336,17181966336,62,0.202854,1256.48,84701.0
624,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x3_nn_align4,passed,success,universal,16384,64,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,3,1,4,1,16,8,16,80,1024,408420352,25771900928,63,0.298117,1275.91,86448.9
880,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x256_64x3_nn_align4,passed,success,universal,16384,64,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,256,64,1,1,1,0,0,0,3,1,4,1,16,8,16,80,1024,543162368,34361835520,63,0.391516,1292.05,87766.1
128,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,128,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,8916992,71303168,7,0.0102093,813.436,6984.15
384,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,128,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,9445376,138412032,14,0.0103629,848.866,13356.5
640,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,16384,128,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,10502144,272629760,25,0.0113664,860.509,23985.6
